user_id,item_id,rating,timestamp,recommended
59,755,4,888206254,1
704,603,5,891397262,1
612,127,2,875325049,0
213,127,5,878870790,1
721,471,5,877138200,1
488,222,4,891376029,1
938,276,3,891356572,1
344,597,2,884900454,0
723,988,1,880499254,0
116,294,2,876453376,0
345,365,2,884993760,0
314,501,4,877888610,1
718,546,4,883349158,1
345,534,4,884994592,1
95,432,3,879197886,1
659,942,3,891386347,1
863,754,3,889289067,1
252,410,5,891456989,1
5,42,5,875636360,1
390,258,5,879693461,1
314,710,3,877888796,1
592,344,4,888553156,1
871,182,5,888192925,1
853,288,4,879364822,1
327,708,4,887818596,1
96,216,4,884403095,1
10,705,4,877892050,1
711,254,2,879992038,0
828,1005,3,891037813,1
416,846,3,878878779,1
737,58,4,884314970,1
291,741,5,874834481,1
70,173,4,884149452,1
527,213,4,879456186,1
400,323,4,885676582,1
758,93,5,881975922,1
825,844,2,892949244,0
646,908,3,888529054,1
807,102,4,892979501,1
589,304,5,883352599,1
221,76,4,875246662,1
532,1199,3,874789155,1
257,1260,2,880496892,0
535,382,5,879618058,1
313,604,4,891014552,1
786,322,3,882842463,1
271,411,1,885848062,0
13,121,5,882397503,1
646,349,2,888529127,0
537,184,3,886032246,1
224,689,3,888082246,1
747,939,3,888639362,1
504,499,4,887909595,1
591,86,5,891031171,1
943,201,5,888639351,1
94,475,5,885870362,1
892,184,4,886609726,1
823,433,4,878438379,1
846,492,3,883947737,1
638,50,4,876694704,1
320,241,4,884750968,1
823,426,4,878437658,1
871,1386,3,888193136,1
533,258,4,884007368,1
8,687,1,879361825,0
286,56,2,877531469,0
21,595,3,874951617,1
717,628,5,884644605,1
164,248,4,889402030,1
455,939,4,879111454,1
331,933,3,877196235,1
536,449,4,882361262,1
535,480,4,879618207,1
188,591,5,875072674,1
908,494,3,879723046,1
796,736,3,893047126,1
724,286,1,883758268,0
87,1183,3,879875995,1
59,290,3,888203750,1
936,274,3,886832858,1
296,134,5,884197264,1
622,755,4,882670211,1
666,650,5,880139409,1
682,184,4,888519307,1
223,257,4,891550005,1
692,127,3,876948910,1
161,286,2,891169991,0
774,659,3,888555864,1
121,300,3,891387810,1
716,514,5,879796331,1
463,243,1,877384970,0
568,486,4,877907720,1
99,1,4,886518459,1
472,143,4,875980823,1
727,411,3,883709905,1
889,1067,3,880177131,1
186,98,5,891719859,1
397,156,5,885350381,1
452,419,4,887719030,1
916,971,4,880845476,1
922,568,3,891450524,1
896,141,3,887159012,1
422,287,3,878199757,1
521,684,3,884478807,1
716,559,2,879796846,0
601,107,4,876347113,1
160,4,4,876861754,1
60,71,3,883327948,1
537,404,3,886031720,1
270,217,5,876956360,1
778,238,3,890725804,1
774,189,2,888557987,0
297,156,4,875240090,1
868,154,3,877107539,1
13,158,1,882142057,0
321,511,4,879440954,1
474,616,4,887924028,1
496,432,4,876066652,1
690,202,2,881177349,0
13,11,1,882397146,0
292,523,4,881105561,1
806,511,5,882387520,1
682,566,3,888519260,1
171,270,4,891034835,1
552,13,3,879222238,1
788,62,3,880870179,1
533,96,4,879438767,1
805,100,5,881695196,1
529,333,4,882534996,1
763,737,2,878919055,0
24,358,3,875246012,1
144,699,4,888106106,1
68,258,5,876973692,1
730,742,3,880310553,1
632,156,3,879457437,1
561,1524,4,885809897,1
766,447,3,891309522,1
10,234,4,877888877,1
343,154,5,876406552,1
284,906,3,885328836,1
894,340,4,879896756,1
70,63,3,884151168,1
151,707,4,879528537,1
763,135,5,878918332,1
589,313,5,883352434,1
488,880,3,891293606,1
320,869,4,884751068,1
503,137,5,879438072,1
874,20,3,888632615,1
645,654,5,892053686,1
828,52,3,891037639,1
918,168,3,891986999,1
271,31,4,885849325,1
451,333,5,879012550,1
99,310,3,885678348,1
365,150,5,891303950,1
451,879,4,879012580,1
650,419,4,891370971,1
14,32,5,890881485,1
833,201,4,875134150,1
21,327,3,874950932,1
698,121,2,886368545,0
883,945,4,891754985,1
323,993,4,878739488,1
798,769,2,876249507,0
690,357,5,881179122,1
178,318,5,882826982,1
181,696,2,878962997,0
712,738,4,874956841,1
822,1091,1,891038627,0
823,233,4,878439365,1
724,906,1,883757468,0
184,511,4,889908740,1
325,485,3,891478599,1
305,86,4,886323757,1
306,258,2,876503793,0
274,713,5,878945437,1
796,204,5,892662441,1
18,969,3,880131106,1
715,182,5,875965035,1
897,526,5,879990813,1
94,328,3,891724990,1
457,393,3,882548583,1
766,503,3,891309329,1
234,279,3,892333980,1
295,79,4,879517600,1
500,762,4,883865532,1
819,321,4,880381928,1
707,1024,5,890008041,1
465,7,5,883529916,1
268,172,5,875310031,1
286,212,1,877531830,0
716,601,4,879794892,1
299,418,4,889501790,1
286,89,4,877533381,1
835,486,4,891034084,1
577,1044,4,880475504,1
13,635,1,882396984,0
514,64,4,875462645,1
601,763,5,876348035,1
542,192,5,886533421,1
312,921,5,891699295,1
262,1135,3,879794599,1
457,227,4,882392853,1
194,222,1,879538960,0
589,294,5,883352600,1
557,1176,5,881179653,1
865,408,5,880143385,1
846,770,5,883948606,1
495,1039,5,888635180,1
499,886,4,885598215,1
548,358,2,891043547,0
788,56,3,880868235,1
275,679,3,880315080,1
774,758,1,888559036,0
405,1519,2,885546577,0
324,332,3,880574766,1
353,286,5,891402757,1
896,82,3,887159068,1
354,52,5,891217547,1
810,678,4,879895453,1
479,609,5,879461951,1
285,100,4,890595636,1
19,692,3,885412840,1
461,258,4,885355735,1
504,98,5,887832433,1
721,380,5,877138661,1
899,202,4,884122419,1
297,117,4,874954497,1
497,431,4,879310825,1
693,211,2,875484789,0
880,87,4,880241913,1
388,184,4,886441083,1
886,49,4,876032187,1
528,69,3,886101761,1
524,748,2,884321592,0
150,50,5,878746719,1
471,969,2,889828154,0
198,498,3,884207492,1
666,427,4,880139382,1
102,234,3,888802940,1
763,212,4,878920656,1
939,1054,4,880261868,1
70,48,4,884064574,1
450,1053,3,882396352,1
380,228,3,885479235,1
577,447,3,880475226,1
373,699,4,877105781,1
655,117,2,887426030,0
484,926,4,881450136,1
545,419,3,884134177,1
693,191,2,875482136,0
193,1407,3,889126146,1
520,1028,1,885170476,0
398,162,5,875811851,1
18,236,3,880131077,1
290,98,4,880474235,1
506,676,1,874945513,0
178,135,2,882826915,0
763,174,4,878919019,1
184,381,4,889909962,1
299,165,4,889501890,1
352,89,5,884289693,1
875,294,2,876464755,0
326,611,3,879875572,1
886,58,4,876032331,1
479,408,5,879460091,1
374,148,4,880392992,1
892,222,4,886608094,1
744,1134,3,881171482,1
567,209,4,882426812,1
823,459,4,878438379,1
285,346,4,890595456,1
101,255,4,877137015,1
459,16,2,879562939,0
458,83,4,886398071,1
458,152,5,886397275,1
354,61,5,891218091,1
645,198,3,892053644,1
216,47,4,880244870,1
347,276,3,881652657,1
385,201,4,879441982,1
908,98,5,879722300,1
826,399,4,885690790,1
303,181,5,879468082,1
416,332,4,876696823,1
374,978,2,880936233,0
493,186,5,884131897,1
388,682,4,886439808,1
371,449,3,880435733,1
734,97,4,891022993,1
410,323,3,888626990,1
577,215,5,880474556,1
117,977,3,881009738,1
574,300,4,891279012,1
7,214,5,891352384,1
453,1170,3,877562135,1
352,568,5,884290328,1
293,501,4,888906378,1
280,1114,4,891702199,1
868,179,4,877107056,1
417,132,4,879647850,1
854,855,4,882814063,1
313,154,2,891014753,0
393,29,4,889729398,1
110,376,2,886989340,0
399,22,3,882342834,1
6,200,3,883602422,1
244,62,2,880607269,0
457,197,5,882396705,1
458,939,4,886398187,1
664,770,4,876526659,1
921,659,5,884673799,1
625,212,3,891968320,1
661,189,4,876013850,1
23,1,5,874784615,1
878,82,3,880870609,1
693,230,2,875483381,0
788,518,3,880869754,1
846,470,5,883949200,1
907,1057,3,880159151,1
456,56,5,881373353,1
234,1453,2,892335415,0
538,566,3,877107765,1
588,184,4,890025951,1
406,432,5,879793081,1
877,566,4,882678547,1
80,205,5,887401533,1
854,294,2,882811742,0
593,468,3,886193438,1
843,485,2,879447007,0
552,15,3,879222484,1
786,203,4,882843753,1
655,1375,3,887426008,1
141,126,5,884585642,1
8,301,4,879361550,1
653,654,2,880606620,0
144,297,4,888104150,1
470,471,5,879178593,1
417,923,3,879647065,1
662,6,5,880571006,1
854,606,4,882813691,1
53,1087,4,879443329,1
459,222,4,879562994,1
927,155,4,879193972,1
553,186,3,879948552,1
269,142,1,891451570,0
458,208,4,886395963,1
390,124,4,879694232,1
301,651,5,882075994,1
263,135,5,891299877,1
58,654,5,884304865,1
342,188,3,875318936,1
640,578,3,874778612,1
21,244,4,874951349,1
218,56,3,881288574,1
363,288,4,891493723,1
474,289,3,887914906,1
119,597,4,874775465,1
60,492,5,883326525,1
236,179,1,890118417,0
896,542,3,887160677,1
463,127,5,890530105,1
174,953,5,886514377,1
268,241,3,875310603,1
295,843,4,879517994,1
272,187,5,879455043,1
608,1113,3,880406862,1
42,660,3,881108484,1
535,265,3,879619144,1
833,7,3,875035953,1
189,166,4,893265657,1
75,952,5,884050393,1
834,347,4,890860007,1
884,582,5,876859351,1
238,815,2,883576398,0
774,515,2,888556398,0
141,284,5,884585071,1
914,197,4,887122028,1
523,934,4,883702602,1
399,276,3,882510107,1
871,345,3,888192859,1
905,237,3,884983951,1
610,95,2,888703316,0
862,969,5,879304410,1
663,319,1,889492229,0
910,273,3,880821492,1
922,276,3,891453854,1
910,23,4,881421332,1
207,597,3,876018471,1
25,173,4,885852969,1
264,721,5,886123656,1
472,378,4,875981759,1
320,51,5,884750992,1
263,162,5,891299630,1
141,1,3,884584753,1
271,1266,2,885848943,0
506,209,4,874873529,1
880,41,1,880175239,0
246,616,5,884922475,1
494,127,5,879541080,1
15,282,3,879456204,1
655,639,3,887473803,1
331,503,4,877196504,1
800,50,4,887646263,1
876,289,3,879428145,1
145,738,3,875272927,1
691,1,5,875543346,1
806,521,3,882387595,1
458,285,4,886394423,1
936,1129,5,886833795,1
135,554,3,879858003,1
825,827,4,881184695,1
181,1280,1,878961668,0
886,549,3,876032929,1
315,204,5,879821158,1
13,659,3,882141335,1
932,435,4,891249821,1
894,1462,3,882404642,1
890,258,3,882404055,1
92,531,4,875653121,1
566,136,4,881649621,1
796,709,3,892676155,1
535,655,4,879618385,1
907,496,4,880159666,1
95,586,2,881599672,0
256,92,1,882164603,0
487,87,5,883445606,1
450,761,4,882398939,1
839,276,3,875751799,1
561,715,3,885809606,1
896,880,4,887235664,1
244,53,3,880607489,1
449,1372,4,880410834,1
417,125,5,879646369,1
592,183,5,882955613,1
717,286,3,884641644,1
903,302,4,891380461,1
834,284,4,890862468,1
582,293,5,882961082,1
536,94,4,882363972,1
896,1406,3,887160676,1
936,904,5,886831415,1
715,101,3,875964131,1
141,257,3,884584773,1
213,690,3,878870275,1
561,215,3,885809872,1
796,1299,2,892676043,0
883,496,2,891755066,0
322,50,5,887314418,1
327,792,4,887819021,1
497,385,3,879310792,1
181,870,2,878962623,0
429,210,4,882387731,1
264,100,5,886122261,1
328,132,5,885046420,1
428,875,4,885944136,1
262,72,3,879962366,1
77,100,3,884732716,1
89,275,5,879441307,1
275,393,3,880314772,1
805,5,4,881695293,1
495,386,3,888636837,1
59,513,4,888205144,1
737,156,5,884314693,1
727,408,4,883708895,1
838,1,5,887064024,1
658,923,3,875148059,1
608,448,5,880406593,1
660,1411,2,891201294,0
210,662,2,887730221,0
883,665,4,891695717,1
457,4,4,882397829,1
551,272,5,892775389,1
607,475,4,883879811,1
342,42,3,875319659,1
354,174,4,891218068,1
537,713,3,886030177,1
398,610,4,875745631,1
729,362,4,893286637,1
747,604,5,888638913,1
716,946,2,879796718,0
195,841,2,891841129,0
795,95,4,881529851,1
100,885,2,891375359,0
232,461,5,888549563,1
523,407,4,883702800,1
682,654,4,888520799,1
773,1252,4,888538643,1
330,71,5,876546236,1
712,388,3,874957053,1
214,285,5,892668153,1
339,226,2,891034744,0
899,455,3,884119910,1
878,1092,3,880867444,1
450,395,3,882470642,1
245,258,4,888513691,1
280,1459,4,891701747,1
627,526,4,879529916,1
889,642,3,880181455,1
393,384,3,889729508,1
406,427,4,879445897,1
907,928,5,880159198,1
648,475,1,884364250,0
655,224,3,887425845,1
13,890,1,883670672,0
505,471,4,889333392,1
251,427,4,886271675,1
62,1118,3,879375537,1
569,126,5,879793909,1
225,1203,5,879540778,1
279,288,3,875249102,1
478,68,1,889396582,0
363,328,3,891493840,1
360,963,5,880355448,1
869,756,1,884492780,0
535,1474,4,879618207,1
758,129,4,881975962,1
843,144,3,879444711,1
464,515,5,878354965,1
928,1025,5,880936022,1
551,479,3,892776380,1
456,1547,4,881373948,1
79,275,4,891271627,1
70,8,4,884064986,1
291,975,2,874834146,0
378,273,4,880044221,1
682,763,4,888521783,1
840,176,3,891204755,1
435,184,5,884131771,1
38,79,3,892430309,1
188,54,4,875074589,1
848,638,5,887038073,1
350,654,5,882345918,1
882,172,5,879864970,1
270,441,5,876956420,1
674,742,5,887762714,1
551,356,4,892783829,1
895,117,3,879438082,1
308,578,2,887738847,0
839,121,3,875752237,1
159,220,5,880557782,1
294,50,5,877819353,1
101,597,3,877136928,1
110,94,4,886989473,1
222,449,4,878184899,1
491,100,5,891186806,1
341,292,5,890757659,1
842,1395,4,891218060,1
892,613,5,886608714,1
806,195,3,882388328,1
44,222,4,883613334,1
788,1303,3,880871577,1
59,121,4,888203313,1
137,96,5,881433654,1
20,148,5,879668713,1
463,813,4,877385125,1
932,515,4,891249373,1
741,399,2,891457456,0
694,630,3,875728912,1
297,148,3,875239619,1
332,174,5,888359866,1
929,50,4,878402162,1
655,13,3,887426237,1
94,1046,2,891723262,0
711,652,4,879993824,1
659,609,4,891385769,1
860,678,3,887754112,1
95,403,1,879196457,0
880,174,4,880167670,1
642,1053,3,886207279,1
758,1292,1,880672876,0
232,302,5,885939473,1
726,323,3,889828641,1
425,363,1,878739095,0
492,657,3,879969345,1
293,549,3,888907166,1
746,684,4,885075337,1
776,444,2,892920423,0
882,455,3,879862652,1
504,423,4,887840960,1
878,496,5,880867387,1
504,716,4,887909532,1
934,228,4,891193778,1
503,423,5,880472321,1
312,432,5,891699491,1
72,628,4,880035857,1
835,357,5,891033232,1
669,329,1,891182771,0
189,492,3,893265535,1
328,149,2,885048730,0
41,96,4,890687019,1
201,1073,2,884111899,0
21,473,3,874951245,1
351,879,5,879481461,1
263,622,4,891299949,1
716,96,2,879795122,0
582,93,5,882960844,1
714,284,3,892777438,1
348,276,3,886523456,1
523,792,4,883702263,1
844,300,3,877381268,1
724,1591,1,883757468,0
838,187,3,887067019,1
486,1272,3,879875154,1
7,543,3,891351772,1
128,490,5,879966785,1
322,23,5,887314417,1
313,333,4,891012877,1
352,82,3,884290328,1
658,96,4,875147873,1
251,183,5,886271733,1
299,511,4,878192311,1
11,423,5,891904174,1
915,305,2,891030070,0
451,306,2,879012684,0
199,508,4,883782899,1
276,569,4,874791169,1
370,209,5,879435461,1
207,239,3,876079016,1
883,919,4,891692713,1
234,69,4,892078567,1
876,19,5,879428354,1
42,433,2,881108760,0
881,96,3,876537718,1
158,177,4,880134407,1
286,340,4,879780905,1
130,268,4,875801210,1
30,319,4,875060217,1
846,143,5,883948804,1
393,278,4,887744473,1
642,102,5,885603849,1
21,760,1,874951293,0
932,503,4,891249962,1
244,17,2,880607205,0
215,168,5,891436024,1
641,434,4,879370259,1
883,873,3,891695173,1
932,191,4,891249620,1
326,199,5,879875552,1
413,276,4,879969674,1
402,118,4,876267096,1
537,614,3,886031473,1
655,726,2,887475055,0
659,170,3,891045943,1
387,774,3,886481737,1
83,832,3,883868300,1
854,421,3,882814028,1
23,59,4,874785526,1
253,705,5,891628598,1
867,273,3,880078991,1
247,258,5,893097024,1
392,333,4,891037531,1
3,328,5,889237455,1
460,311,5,882912418,1
354,1119,4,891307114,1
548,295,5,891044304,1
222,157,4,878181976,1
64,265,4,879365491,1
327,650,4,887745699,1
804,419,3,879444624,1
409,9,4,881107992,1
313,465,3,891030096,1
297,137,5,874954425,1
540,473,3,882157687,1
458,588,5,886396460,1
890,193,4,882402826,1
847,151,4,878775914,1
771,762,2,880659970,0
495,167,4,888636958,1
227,294,3,879035431,1
184,665,2,889910098,0
661,230,4,888300344,1
43,742,5,883955650,1
804,367,3,879445605,1
487,258,5,883440613,1
484,778,5,891195246,1
697,270,5,882622481,1
385,111,2,879440267,0
311,68,1,884365824,0
54,328,4,880928957,1
681,1394,5,885409742,1
727,250,5,883709242,1
334,433,5,891628158,1
821,180,5,874793517,1
749,748,3,878846384,1
92,546,2,875640512,0
896,872,3,887157322,1
339,73,3,891035003,1
861,584,5,881274815,1
339,65,4,891033452,1
300,1094,5,875650298,1
458,519,4,886395899,1
552,1152,3,879222002,1
329,303,4,891655350,1
311,179,2,884365357,0
588,1219,2,890028385,0
38,451,5,892431727,1
417,541,2,879649389,0
157,740,2,886889876,0
698,195,4,886366483,1
632,845,4,879459677,1
831,316,3,891354338,1
559,1556,3,891033759,1
746,121,3,885075337,1
328,204,3,885045993,1
321,89,3,879440716,1
592,297,5,882607844,1
622,484,3,882669803,1
705,373,3,883428237,1
639,215,1,891239271,0
532,136,5,892865321,1
405,808,1,885546487,0
102,95,4,883748488,1
327,497,4,887818658,1
593,181,4,875658800,1
606,951,2,880928181,0
145,1025,4,877343020,1
448,268,3,891888367,1
588,178,5,890015323,1
311,8,4,884364465,1
45,100,5,881010742,1
617,185,5,883789042,1
666,474,5,880139323,1
632,357,4,879456844,1
312,653,5,891698365,1
519,879,5,883248595,1
291,427,4,874868304,1
458,293,5,886396767,1
221,1250,2,875247855,0
287,181,3,875333964,1
676,895,1,892685562,0
474,258,4,887914688,1
383,474,5,891193072,1
755,264,2,882570077,0
339,222,4,891033512,1
201,334,4,884110927,1
653,728,2,880153568,0
399,318,5,882342589,1
573,685,3,885843779,1
117,411,3,880126232,1
843,627,2,879447718,0
312,131,5,891699702,1
880,380,3,880242281,1
627,197,5,879529730,1
823,423,5,878438780,1
388,237,5,886436813,1
607,137,4,883879556,1
693,56,4,875483268,1
733,1338,4,879536608,1
686,12,5,879545758,1
405,364,1,885547766,0
407,234,3,875042268,1
504,1522,3,887840942,1
561,497,4,885809064,1
474,42,4,887923923,1
144,165,4,888105993,1
385,557,2,879446786,0
183,222,4,892323453,1
579,286,4,880951444,1
686,603,5,879546847,1
921,1047,1,879380015,0
887,1028,5,881379059,1
214,11,5,892668153,1
399,824,2,882341445,0
894,874,4,879982788,1
618,193,4,891308432,1
715,1045,2,875965171,0
57,1047,4,883697679,1
847,716,3,878941370,1
621,263,1,883800011,0
305,856,5,886323839,1
880,194,5,880174623,1
405,715,1,885546445,0
271,429,4,885848672,1
405,228,1,885547910,0
174,168,1,886434621,0
328,503,3,885047696,1
379,317,5,880525001,1
830,176,3,891561673,1
426,483,5,879442226,1
527,466,2,879455765,0
118,511,5,875384885,1
757,358,3,888443570,1
863,906,4,889289570,1
543,700,2,874865923,0
437,1227,3,880142630,1
561,178,4,885807713,1
894,310,3,882403366,1
435,273,5,884131298,1
796,199,3,892662223,1
393,126,4,887743647,1
197,895,3,891409199,1
782,681,3,891498436,1
479,265,4,879460918,1
496,191,5,876072632,1
809,328,5,891036989,1
618,423,5,891309886,1
663,313,5,889491617,1
516,204,4,891290649,1
62,290,3,879373007,1
13,96,4,882140104,1
126,752,3,887855342,1
250,9,2,878089547,0
347,123,3,881654301,1
901,118,3,877127250,1
796,378,4,893218764,1
593,9,3,875659306,1
144,1101,4,888105312,1
7,181,3,891351287,1
539,155,4,879788480,1
828,26,3,891037948,1
399,403,3,882350502,1
463,319,1,889936589,0
243,280,1,879987148,0
151,64,5,879524536,1
87,25,4,879876811,1
622,581,4,882670562,1
617,201,1,883789465,0
899,157,4,884122419,1
766,507,3,891309878,1
521,475,3,884475889,1
474,186,4,887925977,1
645,488,4,892053241,1
922,56,1,891447628,0
457,284,3,882394010,1
643,55,4,891448218,1
860,1059,1,891536049,0
380,708,3,885478759,1
553,111,4,879948869,1
125,657,3,892836422,1
617,396,1,883789590,0
18,276,5,880130829,1
98,173,1,880498935,0
717,289,4,884641911,1
707,220,2,880060549,0
796,100,3,892611093,1
902,302,3,879463109,1
878,485,3,880866103,1
790,559,3,885156773,1
189,118,1,893264735,0
492,483,2,879969210,0
261,596,2,890456142,0
327,201,5,887820828,1
595,246,4,886921068,1
666,483,5,880139348,1
28,100,5,881957425,1
18,856,5,880131676,1
416,14,4,876697017,1
241,332,3,887249841,1
634,290,3,877017891,1
566,1028,2,881651339,0
627,157,4,879530110,1
268,385,3,875310206,1
796,117,5,892660283,1
293,14,3,888904985,1
486,300,4,879874388,1
62,306,4,879371909,1
10,385,4,877886783,1
482,321,3,887644023,1
185,287,5,883526288,1
121,315,4,891389282,1
886,789,3,876031656,1
188,234,4,875073048,1
663,282,3,889492759,1
545,142,3,884135088,1
301,138,2,882079446,0
16,476,3,877720437,1
933,679,1,874939078,0
663,475,4,889492435,1
833,357,4,875038709,1
716,86,5,879796072,1
537,501,3,886032000,1
363,428,5,891495742,1
450,526,4,882396245,1
20,144,2,879669401,0
354,533,5,891216805,1
561,200,4,885807743,1
766,527,5,891309558,1
658,171,4,875147448,1
629,56,5,880117430,1
216,147,4,880232787,1
538,12,4,877107633,1
535,221,3,879618700,1
532,1011,5,893119491,1
922,747,3,891448247,1
807,181,5,892528954,1
682,151,5,888523115,1
518,284,4,876823324,1
128,468,1,879968243,0
176,286,2,886046979,0
405,578,1,885548093,0
194,432,4,879524007,1
361,770,3,879441352,1
1,36,2,875073180,0
804,49,2,879447476,0
606,239,4,880926339,1
704,1296,4,891397015,1
276,11,5,874787497,1
2,100,5,888552084,1
186,595,3,879023390,1
659,659,3,891332006,1
757,472,3,888445086,1
383,340,5,891192276,1
543,194,3,874864870,1
758,135,5,881974742,1
348,288,5,886522495,1
300,257,4,875650267,1
690,194,4,881177349,1
374,252,3,880394179,1
642,28,5,885603636,1
593,140,4,875671226,1
804,199,5,879442239,1
64,651,4,889740795,1
561,135,4,885809336,1
480,1388,4,891207665,1
407,1041,3,876345492,1
890,452,2,882404723,0
286,379,5,877533771,1
18,188,3,880129388,1
912,427,5,875965830,1
429,686,2,882385519,0
622,230,3,882592815,1
437,197,5,880141962,1
619,33,3,885954133,1
718,222,4,883348712,1
421,79,4,892241459,1
