user_id,age,gender,occupation_administrator,occupation_artist,occupation_doctor,occupation_educator,occupation_engineer,occupation_entertainment,occupation_executive,occupation_healthcare,occupation_homemaker,occupation_lawyer,occupation_librarian,occupation_marketing,occupation_none,occupation_other,occupation_programmer,occupation_retired,occupation_salesman,occupation_scientist,occupation_student,occupation_technician,occupation_writer
18,35,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
19,40,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
20,42,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
21,26,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
22,25,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
23,30,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,21,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,39,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,49,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27,40,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
28,32,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
29,41,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
30,7,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
31,24,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,28,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
33,23,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
34,38,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35,20,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
36,19,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
37,23,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
38,28,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
39,41,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,38,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
41,33,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42,30,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43,29,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
44,26,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
45,29,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
46,27,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
47,53,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
48,45,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49,23,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
50,21,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
51,28,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,18,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
53,26,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
54,22,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,37,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
56,25,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
57,16,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
58,27,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
59,49,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60,50,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
61,36,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,27,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63,31,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
64,32,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
65,51,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66,23,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
67,17,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
68,19,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
69,24,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
70,27,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71,39,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
72,48,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
73,24,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
74,39,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
75,24,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76,20,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
77,30,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
78,26,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
79,39,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,34,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
81,21,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
82,50,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
83,40,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
84,32,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
85,51,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
86,26,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
87,47,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
88,49,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
89,43,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
90,60,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
91,55,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
92,32,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
93,48,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
94,26,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
95,31,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
96,25,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
97,43,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
98,49,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
99,20,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
100,36,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
101,15,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
102,38,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
103,26,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
104,27,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
105,24,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
106,61,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
107,39,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
108,44,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109,29,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
110,19,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
111,57,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
112,30,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
113,47,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
114,27,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
115,31,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
116,40,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
117,20,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
118,21,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
119,32,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
120,47,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
121,54,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
122,32,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
123,48,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
124,34,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
125,30,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
126,28,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
127,33,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
128,24,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
129,36,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
130,20,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
131,59,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
132,24,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
133,53,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
134,31,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
135,23,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
136,51,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
137,50,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
138,46,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
139,20,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
140,30,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
141,49,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
142,13,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
143,42,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
144,53,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
145,31,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
146,45,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
147,40,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
148,33,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
149,35,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
150,20,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
151,38,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
152,33,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
153,25,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
154,25,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
155,32,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
156,25,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
157,57,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
158,50,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
159,23,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
160,27,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
161,50,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
162,25,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
163,49,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
164,47,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
165,20,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
166,47,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
167,37,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
168,48,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
169,52,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
170,53,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
171,48,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
172,55,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
173,56,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
174,30,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
175,26,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
176,28,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
177,20,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
178,26,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
179,15,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
180,22,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
181,26,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
182,36,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
183,33,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
184,37,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
185,53,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
186,39,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
187,26,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
188,42,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
189,32,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
190,30,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
191,33,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
192,42,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
193,29,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
194,38,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
195,42,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
196,49,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
197,55,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
198,21,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
199,30,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
200,40,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
201,27,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
202,41,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
203,25,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
204,52,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
205,47,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
206,14,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
207,39,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
208,43,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
209,33,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
210,39,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
211,66,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
212,49,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
213,33,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
214,26,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
215,35,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
216,22,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
217,22,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
218,37,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
219,32,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
220,30,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
221,19,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
222,29,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
223,19,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
224,31,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
225,51,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
226,28,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
227,46,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
228,21,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
229,29,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
230,28,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
231,48,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
232,45,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
233,38,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
234,60,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
235,37,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
236,44,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
237,49,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
238,42,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
239,39,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
240,23,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
241,26,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
242,33,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
243,33,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
244,28,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
245,22,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
246,19,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
247,28,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
248,25,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
249,25,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
250,29,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
251,28,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
252,42,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
253,26,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
254,44,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
255,23,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
256,35,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
257,17,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
258,19,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
259,21,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
260,40,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
261,28,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
262,19,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
263,41,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
264,36,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
265,26,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
266,62,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
267,23,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
268,24,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
269,31,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
270,18,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
271,51,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
272,33,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
273,50,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
274,20,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
275,38,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
276,21,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
277,35,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
278,37,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
279,33,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
280,30,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
281,15,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
282,22,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
283,28,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
284,40,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
